"visitorID","age","gender","twodrinksweek","exerciseweekly","pjam_metallica_gnr","avg_rides_per_visit","lobclaw"
3338,49,0,1,1,0,7,0
3341,55,0,0,1,0,2,1
3352,40,0,1,1,0,6,0
3360,42,0,1,1,0,8,0
3365,50,1,1,1,0,1,0
3369,27,1,0,1,0,7,1
3377,40,1,0,1,0,7,1
3378,35,0,1,1,0,10,1
3381,37,0,1,1,0,6,1
3388,31,0,1,1,0,9,1
3393,37,0,0,1,0,6,1
3395,43,0,1,1,0,9,0
3405,41,1,1,1,0,8,1
3408,40,0,0,1,0,6,0
3409,32,1,1,1,0,8,0
3413,43,1,1,1,0,5,1
3416,32,1,1,1,0,8,1
3423,31,0,1,1,0,6,0
3426,37,0,1,1,0,1,0
3446,28,1,0,1,0,8,0
3447,42,1,1,1,0,2,0
3448,33,0,1,1,0,8,0
3449,22,1,1,1,0,5,1
3454,26,1,0,1,0,4,1
3455,33,0,0,1,0,5,0
3456,26,0,1,1,0,5,0
3460,25,0,1,1,0,9,0
3466,34,0,1,1,0,4,1
3468,36,1,1,1,0,6,0
3474,40,0,1,1,0,8,0
3476,31,1,1,1,0,3,0
3478,26,0,1,1,0,10,1
3489,34,1,0,1,0,9,0
3494,33,1,1,1,0,10,0
3496,31,0,0,1,0,6,0
3500,37,0,1,1,0,7,0
3502,48,0,1,1,0,8,0
3506,41,1,1,1,0,5,0
3512,20,1,1,1,0,3,0
3513,42,0,1,1,0,8,1
3515,36,1,1,1,0,8,0
3517,39,0,1,1,0,7,1
3521,30,0,1,1,0,4,0
3524,29,0,1,1,0,9,0
3526,34,1,1,1,0,9,1
3532,35,1,1,1,0,9,1
3536,39,0,1,1,0,8,1
3542,25,1,1,1,0,9,0
3552,41,1,0,1,0,6,1
3556,23,1,1,1,0,9,0
3558,43,1,0,1,0,9,1
3562,50,0,0,1,0,7,0
3565,38,1,1,1,0,7,0
3572,28,0,1,1,0,9,1
3575,39,0,1,1,0,10,1
3579,47,1,1,1,0,2,1
3581,47,0,0,1,0,10,0
3590,34,0,1,1,0,5,1
3605,35,0,1,1,0,7,1
3606,41,0,1,1,0,9,1
3607,34,0,0,1,0,5,0
3611,24,0,1,1,0,5,1
3625,47,1,1,1,0,10,1
3627,38,0,1,1,0,10,0
3629,29,1,1,1,0,9,0
3632,47,0,1,1,0,4,0
3636,46,0,0,1,0,6,0
3640,43,1,1,1,0,5,1
3645,30,1,1,1,0,8,0
3650,33,1,1,1,0,7,1
3670,36,1,0,1,0,6,1
3674,47,0,1,1,0,9,1
3676,43,1,1,1,0,10,0
3680,39,0,1,1,0,5,0
3684,37,1,1,1,0,8,0
3687,32,0,0,1,0,4,1
3689,31,0,1,1,0,10,1
3692,34,0,1,1,0,5,0
3696,54,0,1,1,0,8,1
3709,38,1,1,1,0,9,0
3711,40,0,1,1,0,5,1
3716,31,0,0,1,0,8,0
3717,39,1,1,1,0,8,1
3726,40,1,0,1,0,8,1
3728,31,1,1,1,0,4,1
3732,29,0,1,1,0,3,0
3738,30,0,1,1,0,7,0
3739,37,0,0,1,0,5,0
3741,34,0,0,1,0,9,1
3742,32,0,0,1,0,10,1
3743,46,1,1,1,0,10,0
3748,51,1,0,1,0,10,1
3757,37,0,1,1,0,10,1
3762,15,1,0,1,0,6,0
3768,37,1,0,1,0,4,0
3783,28,1,0,1,0,9,0
3790,42,0,0,1,0,5,1
3794,34,0,0,1,0,8,0
3797,44,1,1,1,0,9,0
3799,32,0,1,1,0,6,0
3821,48,0,0,1,0,8,0
3822,45,0,1,1,0,7,0
3824,41,1,1,1,0,9,0
3829,34,1,1,1,0,5,1
3831,43,0,1,1,0,9,0
3835,43,1,1,1,0,10,0
3838,27,1,1,1,0,6,0
3841,44,0,1,1,0,10,1
3856,37,1,0,1,0,5,0
3861,42,0,1,1,0,9,0
3863,27,0,1,1,0,6,1
3864,34,0,1,1,0,9,1
3868,41,0,1,1,0,9,0
3870,30,1,0,1,0,9,1
3871,36,0,0,1,0,2,0
3875,23,0,1,1,0,10,1
3876,22,1,0,1,0,7,0
3879,47,1,0,1,0,6,0
3880,31,0,0,1,0,8,0
3891,31,1,1,1,0,5,1
3898,32,1,1,1,0,9,1
3900,29,1,0,1,0,10,0
3902,25,1,0,1,0,7,0
3907,31,0,0,1,0,5,0
3909,38,1,1,1,0,10,0
3915,38,0,0,1,0,7,0
3935,46,0,1,1,0,8,0
3936,30,0,1,1,0,7,1
3937,34,1,0,1,0,7,0
3941,32,1,0,1,0,7,1
3946,33,0,0,1,0,6,0
3947,37,1,0,1,0,9,0
3951,23,0,1,1,0,5,0
3954,31,1,1,1,0,4,1
3955,37,0,1,1,0,8,1
3957,39,1,0,1,0,2,1
3959,38,0,1,1,0,8,0
3968,24,0,1,1,0,3,0
3969,39,0,1,1,0,8,0
3975,22,0,1,1,0,7,0
3978,29,1,1,1,0,3,0
3985,26,0,1,1,0,6,1
3991,29,1,1,1,0,5,0
4003,48,1,1,1,0,9,0
4008,25,0,1,1,0,8,0
4014,43,1,1,1,0,9,0
4027,28,0,1,1,0,8,1
4031,36,1,1,1,0,10,0
4032,36,1,1,1,0,9,0
4033,38,1,0,1,0,10,0
4044,42,1,0,1,0,8,0
4055,38,1,0,1,0,7,1
4056,58,0,1,1,0,10,0
4064,34,1,1,1,0,3,1
4067,52,1,1,1,0,8,1
4068,43,0,1,1,0,7,1
4069,36,0,1,1,0,10,1
4070,22,0,0,1,0,7,1
4072,29,0,1,1,0,8,0
4076,21,0,1,1,0,7,0
4078,44,1,1,1,0,5,0
4081,39,1,0,1,0,5,0
4083,30,0,1,1,0,3,1
4085,25,0,1,1,0,7,1
4088,42,0,0,1,0,8,0
4090,39,1,0,1,0,10,1
4097,33,1,0,1,0,2,1
4101,37,0,1,1,0,6,0
4105,42,0,1,1,0,7,0
4111,27,0,1,1,0,9,0
4114,38,1,1,1,0,6,0
4118,37,0,0,1,0,7,1
4119,39,0,1,1,0,8,0
4120,36,0,1,1,0,8,0
4128,45,0,1,1,0,3,1
4130,41,0,0,1,0,10,0
4132,28,1,1,1,0,9,1
4137,47,0,0,1,0,7,1
4138,35,0,0,1,0,8,0
4141,40,0,1,1,0,8,0
4142,32,0,0,1,0,4,1
4143,22,1,1,1,0,8,0
4145,36,0,1,1,0,10,0
4154,33,0,1,1,0,7,0
4160,35,1,1,1,0,9,0
4166,48,0,1,1,0,6,1
4173,35,0,0,1,0,10,1
4179,44,0,1,1,0,6,1
4180,22,0,1,1,0,6,0
4189,35,1,1,1,0,8,1
4192,51,0,0,1,0,9,0
4195,42,0,1,1,0,2,0
4197,34,1,0,1,0,7,0
4199,29,0,1,1,0,3,0
4205,21,0,1,1,0,9,0
4206,40,0,0,1,0,8,1
4220,29,1,1,1,0,10,1
4223,33,1,0,1,0,8,0
4230,39,1,0,1,0,9,0
4235,40,0,0,1,0,9,1
4249,41,1,0,1,0,10,1
4254,35,0,0,1,0,3,0
4265,43,0,1,1,0,9,1
4267,34,0,1,1,0,9,1
4269,46,1,1,1,0,5,1
4270,28,1,0,1,0,8,0
4271,36,1,1,1,0,9,0
4273,40,0,0,1,0,6,1
4291,21,0,0,1,0,9,0
4292,38,0,1,1,0,9,0
4296,30,0,1,1,0,5,0
4297,33,0,1,1,0,4,1
4300,30,1,0,1,0,10,0
4304,27,0,1,1,0,5,0
4307,18,1,1,1,0,10,0
4324,33,1,0,1,0,4,0
4325,22,1,0,1,0,8,1
4332,41,0,1,1,0,8,1
4333,33,1,1,1,0,9,1
4340,22,0,0,1,0,10,1
4344,48,1,1,1,0,9,0
4346,30,0,0,1,0,10,0
4349,38,1,1,1,0,1,1
4351,32,0,0,1,0,4,1
4353,29,1,1,1,0,6,0
4356,29,0,1,1,0,6,0
4360,33,1,1,1,0,9,0
4366,27,1,0,1,0,6,1
4368,33,0,0,1,0,5,0
4373,37,0,0,1,0,8,1
4374,44,1,1,1,0,7,1
4375,25,0,1,1,0,7,1
4381,30,1,0,1,0,9,0
4385,27,0,0,1,0,7,0
4387,43,0,0,1,0,3,1
4394,42,0,1,1,0,9,1
4404,19,0,1,1,0,6,1
4405,26,1,1,1,0,9,0
4409,38,0,1,1,0,5,0
4413,33,0,0,1,0,8,1
4416,33,1,1,1,0,8,0
4417,31,1,1,1,0,5,1
4419,38,0,0,1,0,6,0
4421,22,1,1,1,0,7,1
4423,34,1,0,1,0,7,0
4424,28,0,1,1,0,8,1
4427,32,0,1,1,0,8,1
4429,41,0,0,1,0,8,0
4431,45,1,0,1,0,10,0
4434,32,1,1,1,0,8,0
4440,33,0,0,1,0,6,0
4450,36,1,1,1,0,3,1
4451,41,0,1,1,0,6,0
4452,36,0,0,1,0,5,1
4455,39,0,0,1,0,7,0
4458,36,0,1,1,0,10,1
4461,46,1,0,1,0,5,1
4462,32,1,1,1,0,8,1
4467,37,1,1,1,0,6,1
4475,22,0,0,1,0,10,1
4477,30,0,0,1,0,7,0
4484,25,1,1,1,0,6,0
4487,44,0,1,1,0,5,1
4492,43,0,1,1,0,8,1
4498,36,0,1,1,0,9,0
4505,17,1,1,1,0,7,1
4508,35,1,1,1,0,7,1
4512,21,1,1,1,0,10,1
4517,27,0,1,1,0,4,0
4518,32,0,1,1,0,6,0
4526,23,1,1,1,0,5,0
4527,41,0,0,1,0,7,1
4528,33,1,1,1,0,10,0
4530,26,1,1,1,0,10,1
4531,52,0,1,1,0,5,1
4534,32,0,1,1,0,6,1
4540,32,0,0,1,0,3,1
4549,24,1,1,1,0,8,0
4550,39,0,1,1,0,6,0
4558,40,0,1,1,0,9,0
4559,35,1,0,1,0,8,1
4571,23,1,1,1,0,8,1
4573,45,0,0,1,0,8,0
4575,33,0,1,1,0,7,0
4577,35,0,1,1,0,6,1
4580,33,0,1,1,0,8,1
4587,31,1,0,1,0,9,1
4594,29,1,1,1,0,8,1
4601,36,0,1,1,0,8,1
4603,45,1,0,1,0,9,0
4604,46,1,1,1,0,5,0
4605,47,1,1,1,0,6,0
4608,15,0,1,1,0,9,0
4618,26,0,0,1,0,10,1
4620,30,0,0,1,0,10,0
4622,35,0,1,1,0,6,1
4624,39,0,0,1,0,6,0
4628,41,0,1,1,0,10,1
4637,24,1,0,1,0,6,1
4642,25,1,0,1,0,4,0
4646,31,0,1,1,0,10,1
4665,33,0,0,1,0,7,0
4666,37,0,1,1,0,9,0
4668,39,1,1,1,0,9,0
4673,42,0,0,1,0,6,0
4676,36,0,0,1,0,9,0
4678,24,1,1,1,0,10,1
4680,27,1,0,1,0,9,1
4689,31,1,1,1,0,7,1
4698,24,0,0,1,0,8,1
4699,36,0,1,1,0,8,0
4700,39,1,1,1,0,8,0
4701,40,1,1,1,0,5,0
4706,43,1,1,1,0,9,0
4710,28,1,0,1,0,6,1
4715,22,0,0,1,0,3,0
4716,34,0,0,1,0,6,1
4732,38,0,1,1,0,8,0
4737,35,0,0,1,0,3,1
4743,33,0,1,1,0,10,0
4744,47,1,1,1,0,5,1
4746,33,0,1,1,0,7,0
4752,46,0,1,1,0,2,0
4757,41,0,0,1,0,5,0
4761,39,1,0,1,0,5,0
4762,32,0,1,1,0,8,0
4766,53,1,1,1,0,8,1
4768,23,1,1,1,0,10,0
4769,39,1,0,1,0,8,1
4771,20,1,0,1,0,7,1
4779,29,0,1,1,0,9,0
4780,28,0,0,1,0,9,1
4784,37,0,1,1,0,10,1
4786,34,1,1,1,0,6,0
4787,38,1,1,1,0,10,1
4794,28,0,1,1,0,3,1
4800,35,1,1,1,0,5,1
4808,29,1,0,1,0,9,0
4809,44,1,0,1,0,10,0
4813,33,1,0,1,0,3,0
4817,44,1,1,1,0,10,0
4818,43,0,1,1,0,8,1
4823,35,1,1,1,0,10,0
4826,38,1,1,1,0,9,0
4834,33,1,0,1,0,5,0
4836,32,0,0,1,0,10,1
4839,36,0,0,1,0,9,0
4842,30,0,0,1,0,5,1
4848,39,1,1,1,0,8,0
4857,39,0,0,1,0,5,1
4860,26,1,1,1,0,10,1
4861,43,0,0,1,0,8,1
4862,38,1,0,1,0,7,0
4876,27,1,0,1,0,9,1
4880,40,0,1,1,0,7,1
4881,30,0,1,1,0,8,0
4886,36,0,1,1,0,8,0
4897,26,1,0,1,0,9,1
4900,28,1,1,1,0,8,0
4904,34,1,1,1,0,6,0
4906,40,0,1,1,0,4,1
4908,36,0,0,1,0,8,1
4911,44,1,1,1,0,6,0
4913,44,1,1,1,0,9,1
4917,27,0,0,1,0,10,1
4922,33,0,1,1,0,4,1
4927,42,1,0,1,0,7,0
4928,47,0,1,1,0,10,1
4930,27,0,1,1,0,3,1
4937,48,0,1,1,0,8,0
4942,36,0,0,1,0,2,1
4945,49,0,1,1,0,4,0
4947,23,0,1,1,0,8,1
4948,32,1,1,1,0,7,0
4952,38,1,0,1,0,7,0
4953,34,0,1,1,0,7,1
4968,36,1,0,1,0,8,1
4969,50,0,1,1,0,5,0
4971,33,1,0,1,0,7,1
4976,38,1,1,1,0,7,0
4979,38,1,1,1,0,7,1
5004,32,0,1,1,0,8,1
5005,33,0,1,1,0,3,1
5008,25,1,1,1,0,10,0
5010,39,0,0,1,0,5,1
5019,38,0,0,1,0,9,0
5021,39,1,1,1,0,2,1
5027,44,1,1,1,0,8,1
5030,37,1,1,1,0,6,0
5041,26,1,0,1,0,9,0
5042,36,0,0,1,0,5,1
5044,24,1,1,1,0,6,1
5045,20,0,1,1,0,6,1
5048,37,0,0,1,0,8,1
5052,30,0,1,1,0,10,1
5053,44,1,1,1,0,6,0
5061,38,0,0,1,0,10,1
5064,49,0,0,1,0,6,1
5069,30,1,0,1,0,5,1
5073,40,1,0,1,0,6,0
5082,31,0,1,1,0,9,1
5084,36,1,0,1,0,10,0
5095,30,1,1,1,0,9,0
5098,38,1,0,1,0,8,1
5102,40,0,1,1,0,9,1
5109,37,1,0,1,0,9,1
5111,29,1,1,1,0,9,0
5115,43,0,0,1,0,7,0
5117,34,0,1,1,0,10,0
5123,35,0,0,1,0,10,0
5125,46,0,0,1,0,9,0
5126,36,0,1,1,0,8,0
5130,19,0,0,1,0,6,0
5131,35,1,1,1,0,7,1
5141,34,0,1,1,0,10,1
5148,30,0,0,1,0,5,1
5150,37,1,0,1,0,10,0
5151,18,0,1,1,0,6,1
5155,33,0,1,1,0,9,1
5156,41,0,0,1,0,10,1
5157,38,0,0,1,0,7,0
5158,29,0,1,1,0,8,1
5159,34,0,1,1,0,9,1
5160,19,1,1,1,0,7,0
5162,44,0,0,1,0,6,0
5165,34,0,0,1,0,7,0
5168,48,0,0,1,0,7,1
5171,38,1,1,1,0,1,1
5172,37,1,0,1,0,10,0
5175,35,0,0,1,0,6,0
5179,35,1,1,1,0,3,1
5180,43,0,1,1,0,1,1
5185,26,0,0,1,0,10,1
5186,23,0,1,1,0,9,1
5187,33,0,1,1,0,9,0
5188,31,1,1,1,0,10,1
5192,37,1,0,1,0,9,1
5199,47,0,0,1,0,7,0
5201,42,1,0,1,0,5,1
5202,43,0,1,1,0,9,0
5203,40,1,1,1,0,6,1
5204,30,1,1,1,0,8,0
5220,21,0,1,1,0,7,0
5223,39,0,0,1,0,10,1
5226,38,1,1,1,0,5,0
5231,33,1,1,1,0,8,0
5236,41,0,0,1,0,7,0
5243,31,1,1,1,0,10,1
5251,35,0,0,1,0,9,1
5253,38,1,1,1,0,6,0
5256,34,1,0,1,0,7,0
5261,22,0,0,1,0,4,0
5267,29,1,1,1,0,8,1
5271,39,0,1,1,0,10,1
5272,39,1,0,1,0,10,0
5278,28,0,1,1,0,9,0
5282,35,0,0,1,0,8,0
5289,47,1,0,1,0,10,0
5290,26,1,1,1,0,8,0
5291,38,1,0,1,0,10,0
5295,42,1,0,1,0,10,0
5297,28,0,0,1,0,7,1
5305,27,0,0,1,0,5,0
5307,28,0,1,1,0,4,0
5309,39,1,1,1,0,7,1
5313,39,0,1,1,0,8,1
5315,32,1,0,1,0,6,0
5319,36,1,0,1,0,9,0
5322,47,0,1,1,0,7,0
5323,35,0,1,1,0,10,0
5327,33,1,1,1,0,5,1
5329,38,1,1,1,0,7,1
5330,43,1,0,1,0,5,0
5332,44,0,1,1,0,4,1
5334,54,1,0,1,0,6,0
5337,41,1,1,1,0,4,1
5350,35,1,0,1,0,5,1
5354,48,1,1,1,0,9,0
5356,28,1,1,1,0,8,1
5357,32,0,0,1,0,5,0
5358,31,0,1,1,0,8,1
5363,41,0,0,1,0,8,1
5364,34,0,1,1,0,6,0
5365,27,1,1,1,0,6,1
5369,35,1,1,1,0,8,0
5372,29,1,1,1,0,8,0
5375,41,1,0,1,0,10,0
5386,49,1,1,1,0,3,1
5388,27,1,0,1,0,8,0
5390,32,0,0,1,0,10,1
5391,41,0,1,1,0,7,1
5392,35,0,0,1,0,9,0
5397,41,1,1,1,0,4,0
5400,33,1,0,1,0,8,0
5405,34,0,0,1,0,2,1
5407,35,0,1,1,0,7,1
5410,44,0,0,1,0,10,0
5415,38,1,1,1,0,6,0
5419,36,0,1,1,0,7,1
5422,39,1,1,1,0,10,0
5425,23,0,1,1,0,6,1
5427,37,1,1,1,0,10,0
5435,39,1,1,1,0,5,1
5445,28,1,1,1,0,3,0
5452,44,1,0,1,0,6,0
5471,40,1,1,1,0,7,0
5477,34,0,1,1,0,8,0
5487,49,1,0,1,0,9,1
5490,33,1,1,1,0,3,1
5494,32,0,0,1,0,5,0
5498,33,0,1,1,0,8,0
5505,29,1,0,1,0,8,1
5506,48,0,0,1,0,3,0
5509,34,1,1,1,0,9,1
5511,28,1,1,1,0,5,0
5520,34,0,0,1,0,10,0
5521,30,0,1,1,0,9,1
5522,29,0,1,1,0,6,1
5530,31,0,1,1,0,4,0
5533,36,1,1,1,0,9,1
5534,37,0,0,1,0,8,0
5537,32,1,1,1,0,5,0
5539,36,0,1,1,0,10,0
5540,17,1,1,1,0,10,1
5541,49,0,1,1,0,8,1
5543,42,0,0,1,0,7,0
5546,37,1,1,1,0,10,1
5549,31,1,0,1,0,10,1
5550,29,0,1,1,0,3,1
5554,47,1,1,1,0,9,0
5557,30,0,1,1,0,7,0
5559,40,1,0,1,0,3,1
5560,16,1,1,1,0,7,0
5562,46,0,0,1,0,6,0
5563,33,1,0,1,0,8,0
5564,24,0,1,1,0,10,1
5565,31,0,1,1,0,3,0
5577,51,1,0,1,0,8,1
5581,39,1,1,1,0,4,0
5585,35,0,0,1,0,5,1
5587,44,0,1,1,0,7,0
5590,38,1,1,1,0,6,1
5594,35,0,0,1,0,10,0
5605,47,1,1,1,0,7,1
5608,32,1,1,1,0,9,0
5610,49,0,0,1,0,10,1
5618,43,1,1,1,0,9,0
5630,34,1,1,1,0,9,0
5631,24,0,1,1,0,10,1
5640,28,0,0,1,0,4,0
5641,37,1,0,1,0,7,1
5646,42,0,0,1,0,10,0
5652,33,1,0,1,0,6,1
5655,30,1,0,1,0,6,0
5664,32,1,0,1,0,9,0
5672,26,1,0,1,0,2,0
5677,31,0,0,1,0,6,0
5683,50,1,0,1,0,3,1
5687,41,1,1,1,0,8,0
5692,34,1,1,1,0,8,1
5696,31,0,0,1,0,7,0
5697,39,0,1,1,0,3,0
5699,46,1,1,1,0,6,0
5703,29,0,1,1,0,10,1
5706,37,0,1,1,0,10,1
5707,34,0,0,1,0,10,0
5732,48,0,1,1,0,10,1
5734,35,1,0,1,0,8,0
5738,40,0,0,1,0,10,1
5740,34,1,0,1,0,8,0
5743,31,0,0,1,0,8,1
5744,36,0,1,1,0,3,1
5745,21,1,1,1,0,6,1
5750,43,1,1,1,0,7,0
5753,48,1,0,1,0,8,0
5754,41,0,1,1,0,5,0
5759,27,1,1,1,0,2,0
5771,38,0,1,1,0,5,0
5773,43,0,0,1,0,7,0
5782,45,0,1,1,0,4,1
5783,29,1,0,1,0,6,1
5791,39,0,1,1,0,7,0
5792,28,0,0,1,0,7,0
5795,24,1,0,1,0,8,1
5796,32,1,0,1,0,8,1
5801,38,1,0,1,0,3,1
5808,44,1,1,1,0,8,1
5814,40,1,0,1,0,3,1
5816,33,1,1,1,0,4,1
5820,30,1,1,1,0,8,1
5823,36,1,1,1,0,9,1
5825,38,1,0,1,0,8,0
5826,46,0,0,1,0,8,1
5830,49,1,1,1,0,4,0
5839,26,0,1,1,0,1,1
5840,46,1,1,1,0,10,1
5846,24,0,1,1,0,8,0
5852,41,1,1,1,0,6,1
5854,40,0,1,1,0,8,1
5862,31,0,1,1,0,5,0
5864,30,0,0,1,0,9,1
5869,29,1,0,1,0,5,0
5871,47,1,0,1,0,6,0
5890,41,0,0,1,0,10,1
5895,52,1,0,1,0,7,1
5897,44,1,1,1,0,6,0
5899,19,1,1,1,0,10,0
5900,33,0,1,1,0,9,1
5901,42,0,1,1,0,9,0
5904,27,0,0,1,0,8,0
5913,48,0,1,1,0,2,0
5914,33,1,1,1,0,7,0
5915,60,0,1,1,0,7,1
5916,44,1,0,1,0,6,0
5923,28,0,1,1,0,10,1
5925,41,1,1,1,0,6,0
5926,24,1,0,1,0,9,0
5930,38,0,1,1,0,6,1
5934,31,0,0,1,0,7,0
5935,30,0,0,1,0,6,0
5938,33,1,1,1,0,10,1
5945,24,0,1,1,0,8,0
5953,38,1,1,1,0,9,0
5955,35,0,0,1,0,7,1
5961,22,0,0,1,0,9,1
5971,26,0,0,1,0,8,0
5973,24,0,0,1,0,10,1
5975,28,1,0,1,0,5,0
5977,28,1,1,1,0,4,0
5978,48,1,1,1,0,6,0
5983,45,1,0,1,0,9,1
5990,21,0,0,1,0,6,1
5995,35,0,1,1,0,6,1
6001,44,0,0,1,0,8,1
6007,51,0,1,1,0,5,1
6008,28,0,1,1,0,5,0
6015,38,1,1,1,0,10,0
6021,39,0,1,1,0,9,1
6022,40,1,1,1,0,8,1
6023,49,1,1,1,0,4,1
6024,32,0,1,1,0,6,0
6030,29,0,1,1,0,10,0
6033,31,0,0,1,0,9,0
6036,33,0,0,1,0,5,0
6039,29,1,1,1,0,10,1
6040,20,1,0,1,0,5,1
6047,25,0,1,1,0,9,1
6062,40,0,0,1,0,6,1
6069,24,0,1,1,0,8,0
6075,44,0,1,1,0,7,1
6077,34,1,0,1,0,8,1
6078,33,0,0,1,0,8,0
6079,30,1,0,1,0,6,1
6082,45,1,1,1,0,9,0
6085,30,0,0,1,0,4,0
6093,43,1,1,1,0,10,1
6109,33,1,1,1,0,5,1
6112,27,1,0,1,0,10,0
6115,32,1,0,1,0,10,1
6126,34,1,0,1,0,7,0
6130,45,0,1,1,0,9,0
6132,36,0,1,1,0,2,1
6143,29,1,1,1,0,7,0
6145,32,1,1,1,0,8,1
6160,30,0,1,1,0,7,0
6161,37,1,0,1,0,8,1
6165,39,0,1,1,0,6,0
6167,28,0,1,1,0,5,1
6170,41,1,1,1,0,7,1
6175,39,1,1,1,0,8,0
6178,29,1,1,1,0,8,1
6181,21,1,0,1,0,7,0
6183,49,1,0,1,0,9,0
6186,32,0,1,1,0,6,0
6195,21,0,1,1,0,7,1
6198,42,0,0,1,0,7,1
6201,51,0,0,1,0,8,1
6203,36,0,1,1,0,5,1
6210,31,0,0,1,0,9,0
6211,47,0,0,1,0,6,1
6216,39,0,1,1,0,7,1
6218,30,0,0,1,0,8,0
6224,27,0,1,1,0,7,0
6230,31,1,1,1,0,6,1
6232,20,1,1,1,0,6,0
6233,26,0,0,1,0,5,1
6234,21,0,0,1,0,8,1
6240,38,1,1,1,0,10,0
6244,37,1,0,1,0,4,0
6252,33,1,1,1,0,8,0
6264,30,1,0,1,0,9,0
6268,24,1,0,1,0,8,1
6269,41,1,1,1,0,6,0
6275,33,0,1,1,0,10,1
6281,39,1,1,1,0,5,1
6282,46,0,0,1,0,4,1
6283,44,0,0,1,0,5,0
6292,22,1,1,1,0,9,0
6296,36,1,1,1,0,8,0
6297,30,1,0,1,0,4,1
6304,23,0,1,1,0,4,0
6306,45,0,1,1,0,6,1
6307,35,1,1,1,0,7,0
6309,35,1,0,1,0,7,0
6310,32,1,1,1,0,7,1
6312,35,0,1,1,0,7,1
6313,20,0,0,1,0,9,1
6324,35,0,1,1,0,10,0
6325,26,1,1,1,0,6,1
6330,23,0,0,1,0,8,0
6351,30,1,1,1,0,3,1
6352,38,0,1,1,0,10,1
6353,28,0,1,1,0,6,1
6358,31,0,0,1,0,10,0
6359,26,1,0,1,0,2,0
6365,25,1,0,1,0,9,1
6372,31,0,1,1,0,7,0
6373,22,0,1,1,0,7,0
6380,33,1,1,1,0,5,1
6384,15,0,0,1,0,10,1
6387,42,1,1,1,0,8,1
6389,28,0,1,1,0,10,0
6392,34,0,0,1,0,9,1
6395,25,1,0,1,0,9,1
6408,19,1,1,1,0,10,1
6412,36,1,0,1,0,9,0
6414,41,1,1,1,0,10,1
6416,40,0,1,1,0,10,0
6422,28,1,0,1,0,4,1
6423,37,0,1,1,0,10,0
6427,46,1,1,1,0,6,0
6428,44,0,0,1,0,9,0
6429,48,0,0,1,0,9,1
6432,36,0,0,1,0,8,1
6434,31,1,0,1,0,9,1
6441,32,0,1,1,0,3,1
6444,39,1,1,1,0,9,1
6463,39,1,1,1,0,7,0
6465,36,1,0,1,0,9,1
6470,35,1,0,1,0,9,0
6473,41,1,0,1,0,5,0
6486,32,0,1,1,0,4,0
6487,39,0,0,1,0,2,0
6490,50,1,0,1,0,10,1
6496,33,0,1,1,0,8,0
6498,29,1,0,1,0,8,0
6500,17,1,1,1,0,9,0
6502,40,1,0,1,0,8,0
6504,40,1,0,1,0,3,0
6508,31,1,0,1,0,8,1
6510,46,0,1,1,0,8,1
6516,23,0,1,1,0,8,1
6519,49,0,1,1,0,2,0
6522,47,0,0,1,0,7,1
6523,37,1,1,1,0,5,1
6529,27,1,0,1,0,7,0
6530,45,0,1,1,0,9,1
6531,50,0,1,1,0,10,0
6532,36,1,0,1,0,10,0
6535,48,0,0,1,0,6,0
6536,34,0,1,1,0,9,1
6538,39,1,1,1,0,9,1
6543,36,1,1,1,0,4,1
6550,35,1,0,1,0,8,0
6551,41,1,0,1,0,10,1
6555,27,1,0,1,0,8,1
6561,31,1,1,1,0,3,0
6562,44,0,1,1,0,5,1
6566,30,0,1,1,0,7,1
6572,25,1,1,1,0,6,0
6577,46,1,1,1,0,8,0
6584,36,0,1,1,0,5,0
6585,22,1,1,1,0,6,1
6591,41,1,0,1,0,4,1
6592,23,0,0,1,0,9,0
6597,46,0,1,1,0,8,1
6602,28,1,1,1,0,8,0
6607,28,1,0,1,0,5,0
6608,31,0,0,1,0,9,1
6620,35,1,1,1,0,6,1
6621,31,1,1,1,0,9,0
6625,44,0,0,1,0,7,0
6628,38,0,1,1,0,10,0
6631,48,1,1,1,0,1,1
6637,39,1,1,1,0,8,0
6640,37,1,1,1,0,4,1
6642,42,1,1,1,0,6,0
6646,33,0,0,1,0,8,1
6656,29,1,1,1,0,9,0
6659,38,0,0,1,0,6,0
6667,35,0,1,1,0,7,1
6668,21,1,1,1,0,8,1
6669,44,1,0,1,0,9,1
6673,42,1,1,1,0,8,1
6676,48,0,1,1,0,5,1
6678,29,0,0,1,0,6,0
6681,38,0,1,1,0,8,1
6684,29,1,0,1,0,10,1
6689,42,0,1,1,0,6,0
6695,21,1,0,1,0,10,1
6697,33,0,0,1,0,7,0
6699,38,1,1,1,0,8,0
6702,44,1,1,1,0,7,0
6708,27,1,0,1,0,10,1
6715,26,1,1,1,0,5,0
6721,30,1,1,1,0,4,0
6724,36,0,1,1,0,5,1
6734,33,0,1,1,0,10,0
6740,23,1,1,1,0,8,1
6756,39,1,0,1,0,7,0
6761,33,1,0,1,0,5,0
6763,29,1,1,1,0,8,0
6767,27,0,1,1,0,2,0
6775,47,0,0,1,0,10,0
6777,44,0,1,1,0,7,1
6781,33,0,1,1,0,3,1
6786,50,0,1,1,0,7,1
6791,31,1,1,1,0,10,0
6793,39,1,1,1,0,9,0
6795,36,0,1,1,0,10,0
