"bundleID","live_science","live_nature","live_magic","dance_troupes","sing_styles","comedy_styles","show_length","avg_rating"
1230,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Beatles","Slapstick","30",7.47977754256152
1231,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Beatles","Open Mic","10",3.31378118347297
1232,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Beatles","Open Mic","20",6.02198171816011
1233,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Beatles","Open Mic","30",4.43699981322472
1234,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Improv","10",9.51272888549538
1235,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Improv","20",7.72493059680518
1236,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Improv","30",4.37447815532907
1237,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Slapstick","10",5.6174414772853
1238,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Slapstick","20",6.58240154284572
1239,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Slapstick","30",4.89337215709362
1240,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Open Mic","10",5.99960524108326
1241,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Open Mic","20",7.59609057545849
1242,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Wiggles","Open Mic","30",5.35524266687414
1243,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Improv","10",4.6305422358147
1244,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Improv","20",3.43700277679511
1245,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Improv","30",2.60196543544406
1246,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Slapstick","10",3.43120934027194
1247,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Slapstick","20",5.30903681136611
1248,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Slapstick","30",8.16741778542941
1249,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Open Mic","10",3.74811209762326
1250,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Open Mic","20",4.33065096046792
1251,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Italian Opera","Open Mic","30",2.55079192017361
1252,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Improv","10",1.19912941624682
1253,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Improv","20",3.00101432958337
1254,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Improv","30",0.790432171725189
1255,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Slapstick","10",0.424208727194644
1256,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Slapstick","20",4.50481718742575
1257,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Slapstick","30",1.84727859415324
1258,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Open Mic","10",4.30822527400813
1259,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Open Mic","20",0.355520542240694
1260,"Science of Fireworks","Wide World of Canines","Card Tricks","Salsa Vida","Open Mic","Open Mic","30",4.34836154565044
1261,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Improv","10",3.84644464065603
1262,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Improv","20",6.99076767969266
1263,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Improv","30",6.3743926209362
1264,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Slapstick","10",6.55734929831191
1265,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Slapstick","20",8.40635196666809
1266,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Slapstick","30",4.11712325578307
1267,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Open Mic","10",4.83593966610462
1268,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Open Mic","20",4.85623540141384
1269,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Open Mic","30",6.00830247293665
1270,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Improv","10",2.10208514199613
1271,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Improv","20",6.39894673157274
1272,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Improv","30",3.81320061278574
1273,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","10",5.73822110330428
1274,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","20",7.94295618966049
1275,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","30",4.53754828067193
1276,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","10",7.04258370873021
1277,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","20",2.95487791504055
1278,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","30",4.66184098138812
1279,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","10",6.61826038330794
1280,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","20",2.71046805235794
1281,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","30",4.26276114144988
1282,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","10",5.15282358770284
1283,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","20",3.60225737553501
1284,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","30",4.08388944930801
1285,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","10",6.48027953326151
1286,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","20",8.09961311046384
1287,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","30",4.142740061558
1288,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Improv","10",3.26083370027028
1289,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Improv","20",5.2697609421504
1290,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Improv","30",4.1358941792908
1291,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","10",2.10429223294961
1292,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","20",3.56945994865016
1293,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","30",7.55562398453667
1294,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","10",2.67370614125706
1295,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","20",2.49417640391064
1296,"Science of Fireworks","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","30",0.916097055081399
1297,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Improv","10",2.52568279999836
1298,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Improv","20",4.18756966763921
1299,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Improv","30",4.42423940393771
1300,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Slapstick","10",2.36253110784124
1301,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Slapstick","20",3.23688327516056
1302,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Slapstick","30",5.06108451685841
1303,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Open Mic","10",3.98413863675025
1304,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Open Mic","20",5.77785304140209
1305,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Open Mic","30",2.36491143362964
1306,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Improv","10",2.70802775935775
1307,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Improv","20",6.57331785323437
1308,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Improv","30",5.48229907379691
1309,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","10",5.70969544710159
1310,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","20",4.35190559637622
1311,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","30",5.73163592324036
1312,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","10",5.11180040270298
1313,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","20",7.48687095325508
1314,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","30",7.23432633034523
1315,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Improv","10",4.62675411053039
1316,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Improv","20",5.98865781992167
1317,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Improv","30",2.62058223015943
1318,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","10",3.47837227881104
1319,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","20",5.06074290483891
1320,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","30",5.46627618102318
1321,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","10",1.40369422732406
1322,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","20",3.69686278689901
1323,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","30",5.5990683197072
1324,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Improv","10",3.22988677605673
1325,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Improv","20",5.11042498942246
1326,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Improv","30",4.17465326726892
1327,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","10",5.49981731511377
1328,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","20",2.1457444732845
1329,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","30",4.00793935467796
1330,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","10",2.21982145690098
1331,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","20",1.79139595206503
1332,"Science of Fireworks","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","30",0.414843910972322
1333,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Improv","10",8.04896137283117
1334,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Improv","20",5.60816079882566
1335,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Improv","30",4.65415995516006
1336,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","10",4.31658595108748
1337,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","20",3.42084055626354
1338,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","30",4.94457516436777
1339,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","10",6.48204267964358
1340,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","20",3.58635944718994
1341,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","30",5.98523536829422
1342,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","10",7.9828161170693
1343,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","20",6.09265189344052
1344,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","30",2.3290536848176
1345,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","10",9.1137657729726
1346,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","20",6.02040331149766
1347,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","30",5.48347655185574
1348,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","10",5.09723192533987
1349,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","20",4.90370071342177
1350,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","30",3.12568223085365
1351,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","10",6.1491010864278
1352,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","20",7.09287068998198
1353,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","30",4.96270835472909
1354,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","10",4.64557368416004
1355,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","20",3.93921026673216
1356,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","30",4.22096274776002
1357,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","10",4.50298416394263
1358,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","20",2.69414330315332
1359,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","30",4.73691549607997
1360,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","10",3.54423881879991
1361,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","20",5.44309311787446
1362,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","30",3.80176429939809
1363,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","10",4.40809001200852
1364,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","20",1.31910177648487
1365,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","30",4.3203336948236
1366,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","10",3.72701368446801
1367,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","20",2.51984972466498
1368,"Science of Fireworks","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","30",3.57454776132054
1369,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Improv","10",4.94777379794307
1370,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Improv","20",2.81361475359685
1371,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Improv","30",7.8080155449188
1372,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Slapstick","10",5.01593954245501
1373,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Slapstick","20",6.62319989610155
1374,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Slapstick","30",4.85778870342047
1375,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Open Mic","10",1.94924717592585
1376,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Open Mic","20",4.66415278420737
1377,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Open Mic","30",4.42004485476233
1378,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Improv","10",6.13701877886424
1379,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Improv","20",4.6460594985413
1380,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Improv","30",4.74871745755792
1381,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Slapstick","10",7.34109430113309
1382,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Slapstick","20",1.79185415442141
1383,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Slapstick","30",4.19418718179969
1384,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Open Mic","10",4.33212679231392
1385,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Open Mic","20",2.61227914632958
1386,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Open Mic","30",6.46095352921517
1387,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Improv","10",3.06911837453617
1388,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Improv","20",5.27787296269921
1389,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Improv","30",5.94885061143636
1390,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Slapstick","10",4.37445547527945
1391,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Slapstick","20",1.59379862123068
1392,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Slapstick","30",4.91049857375709
1393,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Open Mic","10",4.67750552246891
1394,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Open Mic","20",9.23969286868544
1395,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Open Mic","30",2.09242808203576
1396,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Improv","10",4.32339965475127
1397,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Improv","20",2.72051301208626
1398,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Improv","30",0.399153831834597
1399,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Slapstick","10",0.670579931043369
1400,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Slapstick","20",2.512164347889
1401,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Slapstick","30",1.84521842502523
1402,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Open Mic","10",4.72644643438605
1403,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Open Mic","20",3.80862219401257
1404,"Science of Fireworks","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Open Mic","30",6.25579300755414
1405,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Improv","10",3.88671304832593
1406,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Improv","20",1.92729830041694
1407,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Improv","30",7.58992652012551
1408,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","10",4.82988539989082
1409,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","20",2.53428086660609
1410,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","30",4.27616781552222
1411,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","10",2.07036408911578
1412,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","20",4.6096407020906
1413,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","30",6.03447809357147
1414,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Improv","10",8.82587456552417
1415,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Improv","20",4.58097086139545
1416,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Improv","30",4.80562213779575
1417,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","10",6.63474659091417
1418,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","20",7.92496784225666
1419,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","30",4.58143502429077
1420,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","10",2.46771743850497
1421,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","20",7.54880909761793
1422,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","30",2.61032551381234
1423,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","10",0.772197012226735
1424,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","20",1.47793680574519
1425,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","30",2.55808540478871
1426,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","10",4.20576651038685
1427,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","20",4.81731767423959
1428,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","30",4.1701217563757
1429,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","10",1.26187483693644
1430,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","20",1.75536374554886
1431,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","30",5.18096239978681
1432,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Improv","10",6.06338046021829
1433,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Improv","20",5.68293074966921
1434,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Improv","30",2.02183151376073
1435,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","10",2.64855614597489
1436,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","20",4.20912733094349
1437,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","30",4.46003009355532
1438,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","10",1.42017147198714
1439,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","20",3.94247111614957
1440,"Science of Fireworks","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","30",0.109741553322528
1441,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Improv","10",3.73216429888624
1442,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Improv","20",2.03991391025609
1443,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Improv","30",2.271952439055
1444,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Slapstick","10",5.48176670160564
1445,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Slapstick","20",3.61437910281032
1446,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Slapstick","30",1.81585063732843
1447,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Open Mic","10",0.0864116770854671
1448,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Open Mic","20",3.92530475243355
1449,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Open Mic","30",5.3037608048944
1450,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Improv","10",4.35948853633009
1451,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Improv","20",4.72310209987347
1452,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Improv","30",2.51703213970365
1453,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","10",7.35885694918706
1454,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","20",5.23572503938253
1455,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","30",2.74935900511181
1456,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","10",2.98936619186965
1457,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","20",3.74095228257036
1458,"Science of Fireworks","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","30",1.31711575992498
